route_id,origin_port,destination_port,distance_nm
900,Mumbai,Busan,603
901,Busan,Dubai,11584
902,Dubai,Shanghai,7513
903,Santos,Sydney,6828
904,Busan,Rotterdam,7312
905,Los Angeles,Dubai,10298
906,New York,Los Angeles,5584
907,Hamburg,Rotterdam,9499
908,New York,Durban,10705
909,Durban,Santos,8137
910,Singapore,New York,11190
911,Busan,Durban,6153
912,Busan,Santos,8408
913,Mumbai,Rotterdam,580
914,Hamburg,Busan,11826
915,New York,Hong Kong,9908
916,Singapore,Sydney,11044
917,Singapore,Santos,9312
918,Hong Kong,Mumbai,3703
919,Los Angeles,New York,5065
920,Rotterdam,Mumbai,8353
921,Busan,Singapore,6208
922,Rotterdam,Hamburg,3655
923,Singapore,Sydney,13753
924,Sydney,Dubai,11365
925,Busan,Durban,13894
926,Mumbai,Busan,862
927,Los Angeles,New York,3046
928,Shanghai,Mumbai,6223
929,Durban,Hong Kong,2583
930,Rotterdam,Shanghai,8781
931,Mumbai,Hong Kong,6172
932,Hamburg,Shanghai,9764
933,Dubai,Sydney,11748
934,Dubai,Rotterdam,1877
935,Los Angeles,Santos,9238
936,Rotterdam,Sydney,4421
937,Hong Kong,Hamburg,1276
938,Singapore,Dubai,10349
939,Mumbai,Dubai,14231
940,Mumbai,Dubai,6902
941,New York,Busan,858
942,Shanghai,Rotterdam,6129
943,Los Angeles,Durban,2447
944,Hamburg,Busan,7906
945,New York,Busan,10608
946,Hamburg,Singapore,12428
947,Mumbai,Santos,11008
948,Mumbai,Dubai,12087
949,Sydney,Mumbai,9870
950,Sydney,Durban,4738
951,New York,Santos,1483
952,Rotterdam,Durban,3979
953,Durban,Santos,7017
954,Shanghai,Dubai,1653
955,Busan,Sydney,9862
956,Los Angeles,Busan,10008
957,Rotterdam,Durban,14045
958,Hong Kong,Santos,4998
959,Rotterdam,Mumbai,14618
960,Mumbai,New York,7022
961,Busan,Dubai,13723
962,Santos,Busan,14413
963,Rotterdam,New York,8475
964,Los Angeles,Hong Kong,3927
965,New York,Durban,6679
966,Durban,New York,9018
967,Los Angeles,Hong Kong,7054
968,Santos,Busan,3316
969,Shanghai,Santos,7565
970,Santos,Dubai,4989
971,Busan,Durban,4524
972,Singapore,Hamburg,2756
973,Rotterdam,Santos,10079
974,Rotterdam,Hamburg,958
975,Shanghai,New York,5566
976,Mumbai,Hong Kong,3625
977,Mumbai,Hamburg,5974
978,Shanghai,Dubai,6920
979,Hamburg,Santos,959
980,Busan,Hong Kong,8207
981,Singapore,Mumbai,5517
982,Rotterdam,Santos,2328
983,Singapore,Santos,8319
984,Shanghai,Sydney,14344
985,Sydney,Singapore,13240
986,New York,Rotterdam,11506
987,Santos,Rotterdam,5521
988,Hong Kong,Sydney,9518
989,New York,Singapore,11510
990,Hong Kong,Mumbai,6585
991,Shanghai,Rotterdam,11343
992,Singapore,Los Angeles,3902
993,Rotterdam,Hamburg,2032
994,Durban,Rotterdam,4153
995,Los Angeles,Hamburg,11393
996,Durban,Santos,12515
997,Shanghai,Santos,516
998,Rotterdam,Dubai,9897
999,Singapore,Mumbai,6113
1000,Sydney,Busan,8273
1001,Santos,New York,6692
1002,Rotterdam,Hong Kong,7434
1003,Durban,Mumbai,4753
1004,Sydney,Dubai,11010
1005,Durban,Singapore,14272
1006,Rotterdam,Mumbai,12854
1007,Durban,New York,11289
1008,Dubai,New York,7696
1009,Rotterdam,Mumbai,10086
1010,Shanghai,Hong Kong,1677
1011,Rotterdam,Hamburg,3535
1012,Hamburg,Los Angeles,10624
1013,Durban,Mumbai,9237
1014,Shanghai,Singapore,1695
1015,Rotterdam,Hong Kong,7750
1016,Rotterdam,Busan,13709
1017,Hamburg,Rotterdam,5652
1018,Mumbai,Shanghai,11972
1019,New York,Mumbai,14420
1020,Mumbai,Hong Kong,13519
1021,Dubai,Mumbai,4437
1022,Mumbai,New York,9366
1023,Singapore,Los Angeles,10812
1024,Dubai,Singapore,13677
1025,New York,Santos,12639
1026,Hamburg,New York,1622
1027,Singapore,Mumbai,5482
1028,Rotterdam,New York,8622
1029,Singapore,Hamburg,4703
1030,Shanghai,Mumbai,4321
1031,Durban,Shanghai,914
1032,Shanghai,Dubai,6530
1033,Mumbai,Dubai,5030
1034,Los Angeles,New York,11591
1035,Santos,Dubai,12716
1036,Mumbai,Hong Kong,4231
1037,Dubai,New York,3541
1038,Los Angeles,Santos,4749
1039,Rotterdam,Singapore,8656
1040,Busan,Mumbai,2688
1041,Busan,Durban,3640
1042,Rotterdam,Singapore,6806
1043,Hong Kong,Sydney,11324
1044,Los Angeles,Sydney,12038
1045,Rotterdam,Sydney,12822
1046,Singapore,Hong Kong,2486
1047,Mumbai,Los Angeles,5958
1048,Busan,Rotterdam,3783
1049,Rotterdam,Santos,7130
1050,Singapore,Hamburg,13272
1051,Los Angeles,Busan,2149
1052,Singapore,Los Angeles,8081
1053,Singapore,New York,11904
1054,Durban,New York,1994
1055,Dubai,Los Angeles,3918
1056,Busan,Singapore,4798
1057,Rotterdam,Los Angeles,6901
1058,Hamburg,Dubai,5760
1059,Los Angeles,Rotterdam,2833
1060,Busan,New York,6992
1061,Hamburg,Singapore,4386
1062,Santos,Durban,12340
1063,Sydney,New York,7655
1064,Shanghai,New York,2743
1065,Hong Kong,Sydney,13133
1066,Durban,Shanghai,7435
1067,Santos,Los Angeles,11378
1068,Durban,Santos,4725
1069,Dubai,Durban,8787
1070,Hong Kong,Durban,7746
1071,Santos,Singapore,5655
1072,Los Angeles,New York,1579
1073,Hong Kong,Mumbai,14936
1074,Durban,Rotterdam,13397
1075,Hong Kong,New York,647
1076,Los Angeles,Durban,10857
1077,Shanghai,Hamburg,3723
1078,Shanghai,New York,3379
1079,Mumbai,New York,8332
1080,Rotterdam,Dubai,9724
1081,Shanghai,Mumbai,815
1082,Mumbai,New York,12444
1083,Busan,Hong Kong,14043
1084,Durban,Mumbai,13211
1085,New York,Shanghai,6518
1086,Santos,Hong Kong,3005
1087,Santos,Busan,11646
1088,Dubai,Hamburg,7389
1089,Dubai,Hong Kong,8882
1090,Hong Kong,Shanghai,4968
1091,Hamburg,Mumbai,8415
1092,Los Angeles,Dubai,818
1093,Singapore,Rotterdam,1249
1094,Sydney,Mumbai,4026
1095,Shanghai,Los Angeles,7817
1096,Mumbai,Hamburg,2013
1097,Singapore,Sydney,2318
1098,Hong Kong,Los Angeles,9352
1099,Singapore,Hamburg,12021
1100,Hong Kong,Hamburg,10762
1101,Busan,Hong Kong,14302
1102,Santos,Rotterdam,6844
1103,Hamburg,Hong Kong,7192
1104,Santos,Dubai,8280
1105,Busan,Santos,6400
1106,Durban,Shanghai,6446
1107,Rotterdam,Shanghai,1360
1108,Rotterdam,Santos,8322
1109,Singapore,Los Angeles,4573
1110,New York,Mumbai,4076
1111,Mumbai,New York,618
1112,Shanghai,Singapore,10950
1113,Durban,Hong Kong,12208
1114,Rotterdam,Durban,1784
1115,Shanghai,Singapore,8211
1116,Rotterdam,Hong Kong,14146
1117,Singapore,New York,6529
1118,New York,Dubai,11005
1119,Dubai,Rotterdam,12699
1120,Durban,Shanghai,12993
1121,Singapore,Santos,12643
1122,Rotterdam,Santos,4621
1123,Busan,Los Angeles,1084
1124,Durban,Singapore,3594
1125,Busan,New York,10067
1126,Durban,Hamburg,2366
1127,Busan,Los Angeles,6239
1128,Los Angeles,Shanghai,1663
1129,Los Angeles,Mumbai,3303
1130,Hong Kong,Santos,7908
1131,Singapore,Durban,4397
1132,Mumbai,Singapore,4944
1133,Santos,New York,734
1134,Hong Kong,Los Angeles,4874
1135,Singapore,Durban,13200
1136,Hamburg,Shanghai,11637
1137,Mumbai,Singapore,4323
1138,Shanghai,Mumbai,5354
1139,Durban,Shanghai,9321
1140,Sydney,Durban,5737
1141,Hong Kong,New York,8989
1142,Hong Kong,Rotterdam,10572
1143,Shanghai,Rotterdam,5945
1144,Sydney,Rotterdam,8327
1145,New York,Santos,14859
1146,Los Angeles,Rotterdam,6533
1147,Dubai,Mumbai,2299
1148,Durban,Los Angeles,7220
1149,Rotterdam,Hamburg,3680
1150,Santos,Rotterdam,3397
1151,Santos,New York,3940
1152,Singapore,Hong Kong,12906
1153,Los Angeles,New York,1556
1154,Rotterdam,Los Angeles,7842
1155,Busan,Mumbai,7675
1156,Santos,Hamburg,3856
1157,Sydney,New York,9505
1158,Mumbai,Shanghai,13893
1159,Mumbai,Busan,13028
1160,New York,Santos,4503
1161,Hamburg,Shanghai,7913
1162,Santos,New York,11501
1163,Sydney,Dubai,13954
1164,New York,Shanghai,9370
1165,Shanghai,Sydney,6438
1166,New York,Dubai,4051
1167,Santos,Dubai,1588
1168,New York,Sydney,5194
1169,Mumbai,New York,7520
1170,Dubai,Shanghai,6143
1171,Durban,Busan,14928
1172,Singapore,Hong Kong,6951
1173,Busan,Santos,4756
1174,Rotterdam,Hong Kong,14204
1175,Rotterdam,Singapore,11261
1176,Hong Kong,Singapore,14020
1177,Dubai,Rotterdam,12129
1178,Hamburg,Rotterdam,8166
1179,Santos,Los Angeles,2949
1180,Shanghai,New York,2761
1181,Hong Kong,Singapore,705
1182,Dubai,Sydney,6307
1183,Dubai,Los Angeles,8342
1184,New York,Shanghai,13776
1185,Durban,Hong Kong,5121
1186,Busan,Mumbai,2387
1187,New York,Shanghai,14076
1188,Durban,Mumbai,2850
1189,Hamburg,Shanghai,4787
1190,New York,Hamburg,6786
1191,Mumbai,Shanghai,7803
1192,Sydney,Singapore,4375
1193,New York,Santos,8258
1194,Dubai,Singapore,3382
1195,Santos,Sydney,11536
1196,Dubai,Durban,3815
1197,New York,Mumbai,6979
1198,New York,Hong Kong,10625
1199,Singapore,Hamburg,13571
1200,Sydney,New York,749
1201,New York,Mumbai,6796
1202,Los Angeles,New York,5910
1203,Busan,Hong Kong,2612
1204,Durban,Singapore,4866
1205,Mumbai,Shanghai,10476
1206,Los Angeles,Santos,5481
1207,Busan,Rotterdam,5214
1208,New York,Santos,7094
1209,Singapore,New York,9558
1210,Durban,Mumbai,11869
1211,Los Angeles,Hamburg,1524
1212,Hong Kong,Dubai,1014
1213,Busan,Dubai,12055
1214,Durban,Hong Kong,12200
1215,New York,Busan,14769
1216,Busan,Sydney,2381
1217,Mumbai,New York,5187
1218,Hamburg,Rotterdam,4810
1219,Dubai,Mumbai,1357
1220,Hong Kong,Mumbai,14230
1221,Shanghai,Mumbai,9191
1222,Dubai,Shanghai,5483
1223,Durban,Dubai,10510
1224,Hamburg,Mumbai,6360
1225,Rotterdam,Shanghai,9804
1226,Sydney,Los Angeles,3848
1227,Durban,Shanghai,12035
1228,Santos,Shanghai,6196
1229,Busan,Sydney,10763
1230,New York,Santos,7715
1231,Los Angeles,Sydney,5656
1232,New York,Rotterdam,10299
1233,Los Angeles,Rotterdam,9646
1234,Santos,Hamburg,10436
1235,Dubai,Rotterdam,11314
1236,Durban,Busan,5734
1237,Sydney,Mumbai,10093
1238,Sydney,Rotterdam,5331
1239,Dubai,Sydney,5593
1240,Los Angeles,Sydney,6678
1241,Dubai,Shanghai,13642
1242,Durban,Los Angeles,12648
1243,New York,Shanghai,10045
1244,Dubai,Los Angeles,11752
1245,Dubai,Sydney,12568
1246,Singapore,New York,9694
1247,Sydney,Hamburg,9742
1248,Singapore,New York,14501
1249,Dubai,Santos,4161
1250,Hong Kong,Singapore,4719
1251,Hamburg,Rotterdam,14616
1252,Busan,Shanghai,874
1253,Hamburg,Durban,14285
1254,Hong Kong,Busan,8061
1255,Singapore,Durban,1489
1256,Los Angeles,Santos,6322
1257,Mumbai,Hamburg,2811
1258,Singapore,Hamburg,9804
1259,Singapore,Hamburg,8252
1260,Busan,Santos,12016
1261,Durban,Rotterdam,4117
1262,Santos,Rotterdam,11103
1263,Shanghai,Durban,3551
1264,Los Angeles,Singapore,6919
1265,Dubai,Rotterdam,5261
1266,Durban,New York,6771
1267,Mumbai,Durban,14343
1268,Hamburg,Sydney,14949
1269,Dubai,Santos,8590
1270,Sydney,Durban,3792
1271,Durban,Hong Kong,9748
1272,Shanghai,Santos,7101
1273,Busan,Shanghai,3580
1274,Sydney,Hong Kong,13605
1275,Shanghai,Santos,4827
1276,Hamburg,Singapore,11454
1277,Dubai,Hamburg,11411
1278,Hamburg,Durban,795
1279,Mumbai,Los Angeles,7636
1280,Dubai,Shanghai,7313
1281,Sydney,New York,5357
1282,Busan,Hong Kong,3266
1283,Rotterdam,Shanghai,14215
1284,Los Angeles,Santos,7653
1285,Shanghai,Hong Kong,2162
1286,New York,Rotterdam,6466
1287,Hong Kong,Busan,7090
1288,Sydney,Shanghai,4616
1289,Busan,Dubai,9055
1290,Hong Kong,Los Angeles,3484
1291,Mumbai,Santos,5312
1292,New York,Busan,14825
1293,Los Angeles,Singapore,1167
1294,Hamburg,Santos,712
1295,Santos,New York,13934
1296,Rotterdam,Sydney,12103
1297,Hamburg,Busan,9823
1298,Los Angeles,Sydney,10599
1299,Busan,Los Angeles,5421
1300,New York,Durban,9380
1301,Dubai,Rotterdam,5045
1302,Hamburg,Busan,10661
1303,Sydney,Singapore,2910
1304,Mumbai,Santos,4768
1305,Santos,Sydney,10403
1306,Busan,Shanghai,4867
1307,Singapore,Rotterdam,4963
1308,Hamburg,Santos,5543
1309,Hong Kong,Mumbai,7096
1310,Los Angeles,Singapore,2246
1311,Sydney,Dubai,7464
1312,Los Angeles,Dubai,10561
1313,Busan,Santos,3088
1314,Singapore,Busan,12394
1315,Busan,Sydney,9278
1316,Durban,Los Angeles,8603
1317,Dubai,Hamburg,5307
1318,Shanghai,Los Angeles,14682
1319,Sydney,Hong Kong,8114
1320,Sydney,Durban,4407
1321,Hong Kong,Los Angeles,6532
1322,Singapore,Rotterdam,5580
1323,Singapore,Hamburg,11191
1324,Durban,Dubai,11757
1325,Mumbai,Dubai,12390
1326,Shanghai,Busan,13121
1327,Durban,Los Angeles,9980
1328,Hong Kong,Shanghai,13687
1329,Los Angeles,Hong Kong,7187
1330,Busan,Shanghai,2339
1331,Durban,Hamburg,6798
1332,Shanghai,Durban,3507
1333,Hong Kong,Mumbai,8107
1334,Rotterdam,Mumbai,14090
1335,Sydney,Singapore,8384
1336,Shanghai,Santos,14073
1337,Sydney,New York,622
1338,Rotterdam,Singapore,8191
1339,Hamburg,Los Angeles,4490
1340,Durban,Hamburg,515
1341,Hamburg,Hong Kong,14245
1342,Mumbai,New York,13221
1343,Santos,Singapore,1001
1344,Dubai,Hamburg,8596
1345,Shanghai,Durban,4636
1346,Sydney,Mumbai,8221
1347,Singapore,Shanghai,4802
1348,Busan,Hamburg,4366
1349,New York,Sydney,5994
1350,Santos,Busan,5073
1351,Mumbai,New York,9559
1352,Sydney,New York,1435
1353,Los Angeles,Singapore,5187
1354,Busan,Durban,11027
1355,Singapore,Santos,8686
1356,Busan,Mumbai,8017
1357,Singapore,Durban,2323
1358,Sydney,Mumbai,1180
1359,Rotterdam,Busan,3084
1360,Sydney,Hong Kong,13904
1361,New York,Los Angeles,10812
1362,Rotterdam,Sydney,12500
1363,Rotterdam,Hamburg,5939
1364,Santos,Los Angeles,7526
1365,Dubai,Busan,1401
1366,Singapore,Durban,8365
1367,Shanghai,Hong Kong,10078
1368,Hong Kong,Dubai,3917
1369,Sydney,Hong Kong,11771
1370,Singapore,Sydney,8653
1371,Mumbai,Dubai,2098
1372,Los Angeles,Shanghai,7510
1373,Rotterdam,Dubai,3079
1374,Busan,Rotterdam,552
1375,Shanghai,Rotterdam,805
1376,Durban,Hamburg,2232
1377,Busan,Shanghai,13554
1378,Rotterdam,Hamburg,12129
1379,Los Angeles,Hamburg,3769
1380,Shanghai,Hong Kong,13461
1381,Hamburg,Santos,12472
1382,Durban,Santos,3822
1383,Sydney,Hamburg,933
1384,Durban,Shanghai,3056
1385,Shanghai,Los Angeles,10935
1386,Mumbai,New York,3591
1387,Rotterdam,New York,2428
1388,Mumbai,Durban,10779
1389,New York,Busan,6481
1390,Sydney,Los Angeles,4785
1391,Rotterdam,Durban,12231
1392,Singapore,Mumbai,12531
1393,Hamburg,Durban,2313
1394,Santos,New York,14454
1395,Hamburg,Mumbai,5884
1396,New York,Shanghai,9451
1397,Sydney,New York,7635
1398,Shanghai,Sydney,13813
1399,Dubai,Busan,10957
1400,Sydney,Hamburg,8603
1401,Busan,New York,2998
1402,Shanghai,Dubai,13800
1403,Los Angeles,Dubai,2573
1404,Busan,Sydney,5232
1405,Singapore,Shanghai,2488
1406,Busan,Dubai,3662
1407,Busan,Singapore,3704
1408,Santos,Sydney,8329
1409,New York,Durban,10148
1410,Shanghai,Durban,6345
1411,Los Angeles,Singapore,1454
1412,Santos,Shanghai,10228
1413,Shanghai,Dubai,2460
1414,Santos,Hong Kong,2633
1415,Dubai,Los Angeles,3825
1416,Shanghai,Hamburg,13976
1417,New York,Durban,7066
1418,Santos,Sydney,9956
1419,Santos,Rotterdam,4642
1420,Hong Kong,Singapore,7467
1421,Santos,Dubai,2763
1422,New York,Los Angeles,5483
1423,Santos,Dubai,5421
1424,Busan,New York,4525
1425,Los Angeles,Sydney,3982
1426,Santos,Hamburg,11528
1427,Hamburg,New York,4917
1428,Mumbai,Busan,10642
1429,Hong Kong,Durban,11942
1430,Singapore,Dubai,3659
1431,Dubai,Singapore,4649
1432,Mumbai,Shanghai,8055
1433,New York,Rotterdam,10623
1434,Sydney,Dubai,12772
1435,Los Angeles,Busan,5402
1436,Busan,Mumbai,9318
1437,Hamburg,Mumbai,8950
1438,Santos,Rotterdam,10527
1439,Durban,Hamburg,3577
1440,Shanghai,Sydney,13940
1441,New York,Durban,9362
1442,Dubai,New York,3256
1443,Hamburg,Mumbai,9556
1444,Hamburg,Los Angeles,9186
1445,Dubai,Hong Kong,3914
1446,Rotterdam,Santos,12829
1447,Hong Kong,Dubai,10288
1448,Dubai,Los Angeles,4873
1449,Mumbai,Sydney,5168
1450,Dubai,New York,3506
1451,Santos,Rotterdam,4140
1452,Dubai,Hamburg,5997
1453,New York,Dubai,5272
1454,Durban,Mumbai,6025
1455,New York,Busan,8133
1456,Singapore,Durban,14008
1457,Santos,Durban,10532
1458,Sydney,Shanghai,5400
1459,New York,Sydney,5534
1460,Singapore,Sydney,6737
1461,Santos,Hamburg,14462
1462,Singapore,Mumbai,9674
1463,Santos,Hong Kong,4367
1464,New York,Santos,6129
1465,Hong Kong,Los Angeles,7999
1466,Mumbai,Dubai,9260
1467,Rotterdam,Singapore,10999
1468,Mumbai,Hong Kong,6463
1469,Hamburg,Busan,10258
1470,Hamburg,Sydney,4859
1471,Busan,Hamburg,5822
1472,Dubai,Sydney,5958
1473,New York,Shanghai,10213
1474,Dubai,Hong Kong,1192
1475,Los Angeles,Singapore,9987
1476,Dubai,Santos,6003
1477,Busan,Shanghai,7376
1478,Los Angeles,Santos,3980
1479,Dubai,Hong Kong,13590
1480,Durban,Shanghai,4846
1481,Hamburg,Hong Kong,6805
1482,Dubai,Singapore,11606
1483,Rotterdam,Durban,7482
1484,Santos,Shanghai,2450
1485,Mumbai,Los Angeles,1940
1486,Rotterdam,Mumbai,7764
1487,Sydney,Durban,4882
1488,Dubai,New York,2971
1489,Durban,Rotterdam,8771
1490,Mumbai,Durban,11180
1491,New York,Shanghai,12194
1492,Hamburg,New York,8967
1493,Hong Kong,Santos,1747
1494,Hong Kong,Busan,10243
1495,Singapore,Sydney,14446
1496,Sydney,Durban,697
1497,Los Angeles,New York,4212
1498,Durban,Los Angeles,11705
1499,Dubai,Santos,3219
1500,Dubai,Sydney,8997
1501,Hong Kong,Shanghai,7799
1502,Busan,Los Angeles,9893
1503,Santos,Hong Kong,2356
1504,Singapore,Durban,10988
1505,Rotterdam,Los Angeles,890
1506,Sydney,Shanghai,9855
1507,Sydney,Busan,7368
1508,Mumbai,Sydney,13266
1509,Santos,Hamburg,8720
1510,Los Angeles,Sydney,909
1511,Hamburg,Busan,6239
1512,Dubai,Sydney,7696
1513,Busan,Dubai,9377
1514,Sydney,Santos,13043
1515,Dubai,Durban,14100
1516,Mumbai,Durban,8279
1517,Hong Kong,Durban,2249
1518,Busan,New York,2437
1519,Busan,Sydney,4963
1520,New York,Busan,8084
1521,Sydney,Dubai,3711
1522,Santos,Hong Kong,950
1523,Rotterdam,Busan,1279
1524,Sydney,Mumbai,14463
1525,Singapore,Hamburg,501
1526,Singapore,Hamburg,14212
1527,Durban,Sydney,14945
1528,Santos,New York,2554
1529,Busan,Mumbai,8724
1530,Shanghai,Sydney,11135
1531,Santos,New York,988
1532,Sydney,Shanghai,9948
1533,Shanghai,Hong Kong,11601
1534,Hamburg,Los Angeles,975
1535,Los Angeles,Santos,14031
1536,Sydney,Hamburg,6932
1537,Shanghai,Durban,2388
1538,Shanghai,Busan,2377
1539,Hong Kong,Dubai,10938
1540,Sydney,Los Angeles,12672
1541,Los Angeles,Santos,14465
1542,Mumbai,Singapore,3424
1543,Los Angeles,Sydney,2240
1544,Sydney,Singapore,9252
1545,Sydney,Hong Kong,4136
1546,Santos,Los Angeles,9212
1547,Rotterdam,Singapore,10523
1548,Rotterdam,Singapore,2936
1549,Singapore,Dubai,14909
1550,Los Angeles,Dubai,6680
1551,Durban,Busan,3325
1552,Dubai,Mumbai,7745
1553,Durban,Santos,2621
1554,Durban,Singapore,7232
1555,Rotterdam,Santos,6645
1556,Mumbai,Shanghai,619
1557,Durban,Singapore,5078
1558,New York,Rotterdam,7596
1559,New York,Rotterdam,1295
1560,Rotterdam,Shanghai,8528
1561,New York,Dubai,5728
1562,Singapore,Hamburg,3860
1563,Busan,Singapore,10611
1564,Dubai,Hamburg,911
1565,Durban,Los Angeles,5806
1566,Durban,Shanghai,5980
1567,Hong Kong,Hamburg,10829
1568,Sydney,Busan,1032
1569,Durban,Hong Kong,3803
1570,Busan,Hamburg,9107
1571,Hamburg,Santos,7307
1572,Busan,Los Angeles,3201
1573,Hamburg,Singapore,11913
1574,Hong Kong,Rotterdam,10274
1575,Santos,Mumbai,5311
1576,New York,Dubai,3767
1577,Sydney,Dubai,9051
1578,Hong Kong,Rotterdam,6376
1579,Dubai,Shanghai,3431
1580,Mumbai,Durban,9322
1581,Mumbai,Singapore,5206
1582,New York,Singapore,2070
1583,Hong Kong,Durban,11962
1584,Santos,Durban,4981
1585,Dubai,Sydney,10477
1586,Santos,New York,13288
1587,Busan,Mumbai,3454
1588,Hong Kong,Los Angeles,5777
1589,Dubai,Durban,9322
1590,Santos,Dubai,871
1591,Santos,Los Angeles,14194
1592,Hamburg,Rotterdam,2716
1593,Busan,Santos,13321
1594,Los Angeles,Sydney,9862
1595,Rotterdam,Shanghai,7457
1596,Sydney,Los Angeles,13237
1597,Los Angeles,Dubai,14121
1598,Durban,Rotterdam,8145
1599,Busan,Santos,10181
1600,Mumbai,Los Angeles,4271
1601,Durban,Hong Kong,9504
1602,Mumbai,Singapore,875
1603,Singapore,Santos,1330
1604,Busan,Santos,14513
1605,New York,Hong Kong,6045
1606,Hong Kong,New York,13011
1607,Busan,Los Angeles,4747
1608,Los Angeles,New York,10088
1609,Hamburg,Sydney,5521
1610,Sydney,Durban,579
1611,Durban,Los Angeles,10924
1612,Hamburg,New York,2822
1613,Sydney,Shanghai,549
1614,Hong Kong,Durban,9689
1615,Durban,Rotterdam,3184
1616,New York,Hamburg,1222
1617,Durban,Busan,7263
1618,Durban,Mumbai,13798
1619,Los Angeles,Sydney,12476
1620,Sydney,Durban,8539
1621,Santos,Dubai,13364
1622,Singapore,Busan,4099
1623,Shanghai,Mumbai,512
1624,New York,Durban,2416
1625,Santos,Hong Kong,12096
1626,Busan,Singapore,7937
1627,Mumbai,Busan,5017
1628,New York,Los Angeles,8848
1629,Mumbai,Sydney,1298
1630,Los Angeles,Shanghai,12566
1631,Dubai,Los Angeles,6255
1632,Singapore,New York,2731
1633,Hong Kong,New York,12516
1634,Hamburg,Singapore,4585
1635,Los Angeles,Mumbai,7964
1636,Hong Kong,Santos,3499
1637,Mumbai,Hamburg,9893
1638,Durban,New York,10970
1639,Sydney,Hamburg,2743
1640,Santos,New York,9458
1641,New York,Los Angeles,12939
1642,Hamburg,Busan,10589
1643,Rotterdam,Shanghai,14212
1644,Busan,Hong Kong,11278
1645,Dubai,Hong Kong,8890
1646,Rotterdam,Hamburg,8164
1647,Durban,Rotterdam,1809
1648,Hong Kong,Santos,5775
1649,Durban,Rotterdam,13974
1650,Rotterdam,Sydney,981
1651,Los Angeles,Singapore,11879
1652,Rotterdam,Los Angeles,2506
1653,Los Angeles,Singapore,12078
1654,Mumbai,New York,9256
1655,Durban,Sydney,10388
1656,Santos,Durban,5374
1657,Sydney,Shanghai,4143
1658,Singapore,Busan,3548
1659,Hong Kong,Busan,3483
1660,Hong Kong,New York,12455
1661,Los Angeles,Hamburg,12156
1662,Hamburg,Busan,13842
1663,Busan,Hong Kong,9985
1664,Durban,Hong Kong,931
1665,Busan,Shanghai,8324
1666,Rotterdam,Shanghai,1685
1667,Mumbai,Durban,848
1668,Hamburg,Shanghai,2356
1669,Hamburg,Busan,7448
1670,Santos,Rotterdam,13630
1671,Mumbai,Dubai,4394
1672,Santos,Dubai,5289
1673,Singapore,Durban,8664
1674,Mumbai,Singapore,6562
1675,Mumbai,Shanghai,6746
1676,Santos,New York,7099
1677,Durban,Los Angeles,10804
1678,Hong Kong,Singapore,3463
1679,Hamburg,Hong Kong,13149
1680,Sydney,Dubai,9572
1681,Shanghai,Durban,4634
1682,Los Angeles,Dubai,3390
1683,Dubai,Durban,7778
1684,New York,Dubai,13200
1685,Sydney,Mumbai,11914
1686,Santos,Singapore,14501
1687,Santos,Mumbai,6496
1688,New York,Shanghai,4092
1689,Mumbai,Rotterdam,4219
1690,Rotterdam,Dubai,6679
1691,Dubai,Santos,14396
1692,Singapore,Shanghai,10815
1693,Busan,Dubai,1346
1694,Hong Kong,New York,14870
1695,Rotterdam,New York,3452
1696,Hong Kong,Mumbai,14418
1697,New York,Hamburg,2253
1698,New York,Shanghai,6503
1699,Sydney,Busan,2857
1700,Singapore,Shanghai,3487
1701,Mumbai,Los Angeles,8115
1702,Busan,Dubai,1067
1703,Hamburg,Sydney,11390
1704,Mumbai,Sydney,2796
1705,New York,Singapore,14507
1706,Sydney,Hong Kong,13951
1707,Singapore,New York,3290
1708,Busan,Hong Kong,7710
1709,Sydney,Busan,3270
1710,Durban,New York,6033
1711,Sydney,Durban,2485
1712,Los Angeles,New York,10475
1713,Sydney,Los Angeles,4401
1714,Busan,Shanghai,10442
1715,Singapore,New York,10893
1716,Sydney,Santos,2914
1717,Hong Kong,Dubai,1758
1718,Shanghai,Sydney,8251
1719,Durban,New York,9964
1720,Dubai,Santos,848
1721,Shanghai,New York,4626
1722,Hamburg,Busan,9459
1723,New York,Sydney,13383
1724,Durban,New York,9645
1725,New York,Los Angeles,10341
1726,Sydney,Busan,3367
1727,Mumbai,Hamburg,3471
1728,Shanghai,Mumbai,6716
1729,Durban,Mumbai,10313
1730,Mumbai,Rotterdam,5238
1731,Durban,Singapore,11578
1732,New York,Singapore,12965
1733,New York,Mumbai,12381
1734,New York,Sydney,12559
1735,Dubai,Busan,7623
1736,Sydney,Mumbai,12563
1737,Busan,Hong Kong,2276
1738,Hong Kong,Dubai,6500
1739,Busan,Santos,11511
1740,Shanghai,New York,1312
1741,Shanghai,Santos,13370
1742,New York,Santos,12843
1743,Singapore,Hong Kong,7665
1744,Los Angeles,Shanghai,10329
1745,Sydney,Shanghai,3066
1746,Singapore,Hamburg,1315
1747,Sydney,Singapore,756
1748,Santos,Hamburg,725
1749,Busan,Singapore,7175
1750,Durban,Los Angeles,13117
1751,Singapore,Rotterdam,10540
1752,Sydney,Hong Kong,14393
1753,Sydney,Hong Kong,11141
1754,Sydney,Singapore,13728
1755,Singapore,Rotterdam,5095
1756,New York,Shanghai,7939
